"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 09 14:19:19 GMT 2023","Tue May 09 14:19:20 GMT 2023","1011","","functionTests.LoginTest","","functionTests.LoginTest","loginTabTest","'Login' tab check","Login tab - Verifies after switching to 'Register' tab, register window is displayed. 'Login' tab is active, and when a click is performed on it, the 'login' window will be displayed"
"failed","Tue May 09 14:18:43 GMT 2023","Tue May 09 14:18:44 GMT 2023","1209","","functionTests.RegistrationTest","","functionTests.RegistrationTest","registerWithInvalidEmailTest","Invalid email credential registration","Using 'invalid email' credentials - new user registration is not possible when no valid email address is provided"
"failed","Tue May 09 14:19:01 GMT 2023","Tue May 09 14:19:08 GMT 2023","7190","","functionTests.RepeatedSerialDataEntryFromDataSourceTest","","functionTests.RepeatedSerialDataEntryFromDataSourceTest","registerMultipleInvalidEmailUsersTest","Multiple invalid users register","Multiple invalid email users register - Reading invalid email registration credentials from a file, registrations must fail."
"passed","Tue May 09 14:19:36 GMT 2023","Tue May 09 14:19:37 GMT 2023","860","","functionTests.TermsAndConditionsTest","","functionTests.TermsAndConditionsTest","clickAcceptTermsAndConditionsButtonTest","Accept 'Terms and conditions'","Accept 'Terms and conditions'"
"passed","Tue May 09 14:19:39 GMT 2023","Tue May 09 14:19:41 GMT 2023","1900","","functionTests.DataModificationTest","","functionTests.DataModificationTest","editProfileTest","MOD01 - Edit profile","Edit profile - Verifies changing data in profile is successful."
"passed","Tue May 09 14:18:39 GMT 2023","Tue May 09 14:18:41 GMT 2023","2243","","functionTests.SavingDataTest","","functionTests.SavingDataTest","saveBlogNovember","Save 'November blog' text","Saving text of 'November blog'"
"passed","Tue May 09 14:19:26 GMT 2023","Tue May 09 14:19:27 GMT 2023","1333","","functionTests.ListingDataTest","","functionTests.ListingDataTest","listTeamMembers","List team members","The test verifies the list of 'team members' on About page."
"passed","Tue May 09 14:18:20 GMT 2023","Tue May 09 14:18:33 GMT 2023","13240","","functionTests.CheckUrlTest","","functionTests.CheckUrlTest","navigateToGetInTouchPageTest","URL04 - 'Get in touch page' - URL check","Validates navigating to the given URL is successful."
"passed","Tue May 09 14:19:17 GMT 2023","Tue May 09 14:19:19 GMT 2023","1434","","functionTests.MenuButtonsTest","","functionTests.MenuButtonsTest","clickGetInTouchButtonTest","Click Get in touch button","The test verifies that on LandingPage the 'Get in touch' button is visible, and clicking on it navigates to the correct page."
"passed","Tue May 09 14:19:36 GMT 2023","Tue May 09 14:19:36 GMT 2023","785","","functionTests.TermsAndConditionsTest","","functionTests.TermsAndConditionsTest","verifyTermsAndConditionsTextTest","Verify text of 'Terms and conditions'","Comparing the text of 'Terms and conditions' to a text stored in a '.txt' file"
"passed","Tue May 09 14:18:35 GMT 2023","Tue May 09 14:18:37 GMT 2023","1164","","functionTests.CheckUrlTest","","functionTests.CheckUrlTest","navigateToBlogPageTest","URL03 - 'Blog page' - URL check","Validates navigating to the given URL is successful."
"passed","Tue May 09 14:19:22 GMT 2023","Tue May 09 14:19:23 GMT 2023","1459","","functionTests.LoginTest","","functionTests.LoginTest","builtInCredentialLoginTest","'Built-in' credentials login","Built-in credentials login - validating user login is possible with built-in login credentials"
"passed","Tue May 09 14:19:08 GMT 2023","Tue May 09 14:19:14 GMT 2023","6169","","functionTests.RepeatedSerialDataEntryFromDataSourceTest","","functionTests.RepeatedSerialDataEntryFromDataSourceTest","registerMultipleValidUsersTest","Multiple valid users register","Multiple valid users register - Reading valid registration credentials from a file, multiple users can be registered."
"broken","Tue May 09 14:18:44 GMT 2023","Tue May 09 14:18:44 GMT 2023","690","","functionTests.DeleteProfileTest","","functionTests.DeleteProfileTest","deleteProfileTest","DEL01 - Delete profile","Delete profile - Validates deleting profile is successful."
"passed","Tue May 09 14:18:38 GMT 2023","Tue May 09 14:18:39 GMT 2023","976","","functionTests.CheckUrlTest","","functionTests.CheckUrlTest","navigateToProfilePageTest","URL06 - 'Profile page' - URL check","Validates navigating to the given URL is successful."
"passed","Tue May 09 14:18:40 GMT 2023","Tue May 09 14:18:42 GMT 2023","1449","","functionTests.RegistrationTest","","functionTests.RegistrationTest","registerNewUserTest","Correct credentials registration","Using correct credentials - validating new user registration is possible"
"passed","Tue May 09 14:18:20 GMT 2023","Tue May 09 14:18:34 GMT 2023","14314","","functionTests.SavingDataTest","","functionTests.SavingDataTest","saveBlogBiggestRebrands2019","Save 'Biggest Rebrands 2019 blog' text","Saving text of 'Biggest Rebrands 2019 blog'"
"failed","Tue May 09 14:19:29 GMT 2023","Tue May 09 14:19:35 GMT 2023","6916","","functionTests.InputNewDataTest","","functionTests.InputNewDataTest","sendMessage","Sending message","The test verifies the 'Get in touch' menu's send message function."
"failed","Tue May 09 14:18:45 GMT 2023","Tue May 09 14:18:46 GMT 2023","1371","","functionTests.LogoutTest","","functionTests.LogoutTest","logoutAndPressBackTest","Logout and press 'back'","Logout and press 'back arrow' button - validating user logout is successful"
"passed","Tue May 09 14:18:37 GMT 2023","Tue May 09 14:18:39 GMT 2023","2065","","functionTests.SavingDataTest","","functionTests.SavingDataTest","saveBlogDecember","Save 'December blog' text","Saving text of 'December blog'"
"failed","Tue May 09 14:19:16 GMT 2023","Tue May 09 14:19:17 GMT 2023","1438","","functionTests.MenuButtonsTest","","functionTests.MenuButtonsTest","clickHomeButtonTest","Click Home button","The test verifies that on LandingPage the 'Home' button is visible, and clicking on it navigates to the correct page."
"passed","Tue May 09 14:19:27 GMT 2023","Tue May 09 14:19:29 GMT 2023","1361","","functionTests.ListingDataTest","","functionTests.ListingDataTest","listExpertises","List expertises","The test verifies the list of 'expertises' on About page."
"passed","Tue May 09 14:19:38 GMT 2023","Tue May 09 14:19:39 GMT 2023","907","","functionTests.TermsAndConditionsTest","","functionTests.TermsAndConditionsTest","clickCloseTermsAndConditionsButtonTest","Close 'Terms and conditions'","Close 'Terms and conditions'"
"passed","Tue May 09 14:19:23 GMT 2023","Tue May 09 14:19:26 GMT 2023","2625","","functionTests.ScrollingThroughMultiPageListTest","","functionTests.ScrollingThroughMultiPageListTest","blogTitleCollectTest","'Multi page scroll' - Collect blog titles","The test verifies the titles of all blog pages."
"passed","Tue May 09 14:19:37 GMT 2023","Tue May 09 14:19:38 GMT 2023","837","","functionTests.TermsAndConditionsTest","","functionTests.TermsAndConditionsTest","clickOutsideTermsAndConditionsWindowTest","Click out of 'Terms and conditions'","Click out of 'Terms and conditions' window"
"passed","Tue May 09 14:19:21 GMT 2023","Tue May 09 14:19:22 GMT 2023","925","","functionTests.LoginTest","","functionTests.LoginTest","loginWindowTest","'Login' window check","Login window - Verifies after handling the 'Terms and conditions' window, the 'Login' window is visible by default"
"failed","Tue May 09 14:18:39 GMT 2023","Tue May 09 14:18:40 GMT 2023","1306","","functionTests.RegistrationTest","","functionTests.RegistrationTest","registerWithEmptyCredentialsTest","Empty credentials registration","Using 'empty' credentials - validating new user registration is not possible when no data's are provided"
"failed","Tue May 09 14:18:47 GMT 2023","Tue May 09 14:19:01 GMT 2023","13648","","functionTests.RepeatedSerialDataEntryFromDataSourceTest","","functionTests.RepeatedSerialDataEntryFromDataSourceTest","sendMultipleMessage","Send multiple messages from file","The test verifies the 'Get in touch' menu's send message function."
"failed","Tue May 09 14:18:37 GMT 2023","Tue May 09 14:18:38 GMT 2023","1245","","functionTests.CheckUrlTest","","functionTests.CheckUrlTest","navigateToLandingPageTest","URL05 - 'Landing page' - URL check","Validates navigating to the given URL is successful."
"passed","Tue May 09 14:19:14 GMT 2023","Tue May 09 14:19:16 GMT 2023","1472","","functionTests.MenuButtonsTest","","functionTests.MenuButtonsTest","clickAboutButtonTest","Click About button","The test verifies that on LandingPage the 'About' button is visible, and clicking on it navigates to the correct page."
"passed","Tue May 09 14:18:34 GMT 2023","Tue May 09 14:18:35 GMT 2023","1064","","functionTests.CheckUrlTest","","functionTests.CheckUrlTest","navigateToRegistrationAndLoginPageTest","URL01 - 'Registration and Login page' - URL check","Validates navigating to the given URL is successful."
"passed","Tue May 09 14:19:20 GMT 2023","Tue May 09 14:19:21 GMT 2023","941","","functionTests.LoginTest","","functionTests.LoginTest","emptyCredentialLoginTest","'Empty' credentials login","Empty credentials login - verifying user login is not possible when no login data is provided"
"passed","Tue May 09 14:18:33 GMT 2023","Tue May 09 14:18:34 GMT 2023","1128","","functionTests.CheckUrlTest","","functionTests.CheckUrlTest","navigateToAboutPageTest","URL02 - 'About page' - URL check","Validates navigating to the given URL is successful."
"passed","Tue May 09 14:18:35 GMT 2023","Tue May 09 14:18:37 GMT 2023","2112","","functionTests.SavingDataTest","","functionTests.SavingDataTest","saveBlogColourOfTheYear2020","Save 'Colour of the year 2020 blog' text","Saving text of 'Colour of the year 2020 blog'"
"passed","Tue May 09 14:18:46 GMT 2023","Tue May 09 14:18:47 GMT 2023","1507","","functionTests.LogoutTest","","functionTests.LogoutTest","logoutTest","Logout","Logout - verifying user logout is successful"
"passed","Tue May 09 14:18:42 GMT 2023","Tue May 09 14:18:43 GMT 2023","928","","functionTests.RegistrationTest","","functionTests.RegistrationTest","switchToRegisterTabTest","Switch to 'Register' tab","Register tab - validating switching tab when 'Register' tab is clicked"
